Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
10,1971,"1,971.75",10/31/1971,40.900,"258,315.90","3,214.71","2,162.14","4,318.60","232,416.78",40.90,40.90,"7,876.80",42.40,15.6753,14.9880,-4.15%,1.22%,1.93%,0.15%,-4.29%,0.00%,0.00%,4.37%,-0.43%,-1.76%,-0.48%,-3.08%,229.36,20.89,"5,875.56",0.00,-16.914%
11,1971,"1,971.83",11/30/1971,41.000,"258,360.10","3,216.19","2,194.00","4,334.65","236,839.68",41.00,41.00,"8,083.54",43.55,15.8087,15.1245,-0.23%,-0.20%,1.23%,0.13%,1.65%,0.00%,0.00%,2.37%,2.46%,-2.77%,-1.68%,-0.23%,236.65,22.54,"6,122.71",0.00,-17.103%
12,1971,"1,971.92",12/31/1971,41.100,"281,329.31","3,241.62","2,186.02","4,349.89","273,141.12",41.10,41.10,"8,375.63",43.62,17.0979,16.3702,8.63%,0.55%,-0.61%,0.11%,15.05%,0.00%,0.00%,3.36%,-0.08%,3.29%,-0.40%,7.01%,237.19,22.34,"6,032.62",0.00,-9.952%
1,1972,"1,972.00",1/31/1972,41.200,"287,131.49","3,209.95","2,190.44","4,364.43","293,291.50",41.20,41.20,"8,699.57",46.95,17.3333,16.6067,1.81%,-1.22%,-0.04%,0.09%,7.12%,0.00%,0.00%,3.62%,7.37%,5.85%,2.24%,1.20%,221.66,21.44,"6,174.79",0.00,-8.318%
2,1972,"1,972.08",2/29/1972,41.400,"294,051.09","3,238.11","2,176.68","4,376.72","311,399.62",41.40,41.40,"8,675.53",48.40,17.5917,16.8645,1.92%,0.39%,-1.11%,-0.20%,5.66%,0.00%,0.00%,-0.76%,2.59%,1.30%,-2.79%,1.61%,219.02,20.10,"5,838.71",0.00,-6.563%
3,1972,"1,972.17",3/31/1972,41.400,"297,555.37","3,235.35","2,199.56","4,388.40","314,807.32",41.40,41.40,"8,790.33",48.38,17.7754,17.0504,1.19%,-0.09%,1.05%,0.27%,1.09%,0.00%,0.00%,1.32%,-0.04%,-0.24%,-1.61%,0.93%,215.56,19.15,"5,633.56",0.00,-5.449%
4,1972,"1,972.25",4/30/1972,41.500,"299,569.74","3,247.08","2,185.89","4,402.04","327,124.73",41.50,41.50,"9,047.56",49.50,17.5735,16.8662,0.43%,0.12%,-0.86%,0.07%,3.66%,0.00%,0.00%,2.68%,2.07%,0.11%,0.12%,0.37%,213.57,19.17,"5,674.67",0.00,-5.038%
5,1972,"1,972.33",5/31/1972,41.600,"304,953.90","3,285.33","2,196.69","4,415.65","349,639.19",41.60,41.60,"9,259.11",59.30,17.9391,17.2280,1.55%,0.93%,0.25%,0.07%,6.63%,0.00%,0.00%,2.09%,19.51%,-2.69%,-2.70%,1.42%,212.79,17.52,"5,186.35",0.00,-3.564%
6,1972,"1,972.42",6/30/1972,41.700,"299,505.29","3,277.74","2,254.08","4,429.22","337,948.90",41.70,41.70,"9,504.32",64.10,17.5059,16.8211,-2.02%,-0.47%,2.37%,0.07%,-3.58%,0.00%,0.00%,2.40%,7.84%,0.27%,-2.48%,-1.72%,209.80,17.16,"5,136.72",0.00,-5.514%
7,1972,"1,972.50",7/31/1972,41.800,"300,922.14","3,301.80","2,252.32","4,443.66","359,273.04",41.80,41.80,"9,418.38",68.90,17.4767,16.8029,0.23%,0.49%,-0.32%,0.09%,6.06%,0.00%,0.00%,-1.14%,7.23%,-2.87%,0.66%,0.28%,213.46,16.07,"4,712.86",0.00,-5.294%
8,1972,"1,972.58",8/31/1972,41.900,"312,008.63","3,246.56","2,291.93","4,458.39","363,854.50",41.90,41.90,"9,980.92",66.80,18.0064,17.3238,3.44%,-1.91%,1.52%,0.09%,1.03%,0.00%,0.00%,5.72%,-3.28%,-4.03%,4.54%,2.36%,212.87,17.31,"5,074.11",0.00,-2.039%
9,1972,"1,972.67",9/30/1972,42.100,"311,213.88","3,235.50","2,315.86","4,473.33","346,546.23",42.10,42.10,"10,736.39",64.10,17.7415,17.0787,-0.73%,-0.81%,0.56%,-0.14%,-5.21%,0.00%,0.00%,7.06%,-4.50%,-2.65%,0.46%,-0.75%,207.95,16.21,"4,848.70",0.00,-2.753%
10,1972,"1,972.75",10/31/1972,42.200,"314,851.64","3,284.11","2,284.84","4,490.70","346,184.17",42.20,42.20,"10,627.60",64.42,17.8974,17.2391,0.93%,1.26%,-1.57%,0.15%,-0.34%,0.00%,0.00%,-1.25%,0.26%,-2.73%,1.34%,0.99%,209.52,14.91,"4,412.14",0.00,-1.850%
11,1972,"1,972.83",11/30/1972,42.400,"330,520.74","3,333.18","2,325.01","4,508.44","375,033.64",42.40,42.40,"11,045.91",63.60,18.6260,17.9542,4.48%,1.02%,1.28%,-0.08%,7.82%,0.00%,0.00%,3.45%,-1.74%,-1.20%,4.85%,3.78%,207.46,15.58,"4,642.43",0.00,0.000%
12,1972,"1,972.92",12/31/1972,42.500,"334,600.73","3,318.93","2,386.12","4,526.40","383,391.96",42.50,42.50,"11,929.39",64.70,18.9049,18.2352,1.00%,-0.66%,2.39%,0.16%,1.99%,0.00%,0.00%,7.74%,1.49%,-1.95%,-2.19%,0.66%,199.90,15.75,"4,856.17",0.00,0.000%
1,1973,"1,973.00",1/31/1973,42.700,"329,623.44","3,305.18","2,317.61","4,545.52","401,026.79",42.70,42.70,"12,336.87",66.00,18.3002,17.6617,-1.95%,-0.88%,-3.33%,-0.05%,4.11%,0.00%,0.00%,2.93%,1.53%,-3.49%,2.68%,-1.74%,198.59,14.87,"4,601.10",0.00,-1.949%
2,1973,"1,973.08",2/28/1973,43.000,"318,016.62","3,299.44","2,018.03","4,566.01","442,342.75",43.00,43.00,"12,871.76",85.30,17.4596,16.8594,-4.19%,-0.87%,-13.53%,-0.25%,9.53%,0.00%,0.00%,3.61%,28.34%,-3.87%,1.60%,-3.53%,202.10,15.92,"4,824.65",0.00,-6.062%
3,1973,"1,973.17",3/31/1973,43.400,"318,312.57","3,296.38","2,027.01","4,587.32","452,378.90",43.40,43.40,"12,565.25",90.25,17.0339,16.4580,-0.83%,-1.01%,-0.48%,-0.46%,1.33%,0.00%,0.00%,-3.28%,4.83%,-2.82%,2.62%,-0.87%,209.51,16.02,"4,667.91",0.00,-6.841%
4,1973,"1,973.25",4/30/1973,43.700,"306,091.32","3,321.99","2,051.82","4,610.60","421,662.29",43.70,43.70,"13,323.72",90.70,16.3920,15.8457,-4.50%,0.09%,0.53%,-0.18%,-7.43%,0.00%,0.00%,5.31%,-0.19%,-3.85%,5.41%,-3.59%,211.35,16.74,"4,821.65",0.00,-11.032%
5,1973,"1,973.33",5/31/1973,43.900,"301,079.45","3,286.10","2,055.58","4,634.66","429,223.12",43.90,43.90,"15,753.59",114.50,15.9773,15.4537,-2.09%,-1.53%,-0.27%,0.06%,1.33%,0.00%,0.00%,17.70%,25.67%,-6.30%,0.41%,-1.98%,219.21,17.53,"4,851.98",0.00,-12.888%
6,1973,"1,973.42",6/30/1973,44.200,"299,870.17","3,302.72","2,015.31","4,659.22","435,420.87",44.20,44.20,"15,486.75",123.50,15.5269,15.0270,-1.08%,-0.18%,-2.62%,-0.15%,0.76%,0.00%,0.00%,-2.36%,7.13%,-2.86%,1.20%,-0.90%,223.63,17.88,"4,832.61",0.00,-13.827%
7,1973,"1,973.50",7/31/1973,44.200,"312,043.16","3,208.35","2,009.37","4,687.14","435,922.56",44.20,44.20,"19,478.03",115.20,16.2951,15.7830,4.06%,-2.86%,-0.29%,0.60%,0.12%,0.00%,0.00%,25.77%,-6.72%,7.97%,-5.31%,2.67%,225.67,18.91,"5,048.35",0.00,-10.328%
8,1973,"1,973.58",8/31/1973,45.000,"301,382.57","3,269.58","1,916.61","4,718.42","412,544.34",45.00,45.00,"19,957.03",104.00,15.3836,14.9089,-5.13%,0.10%,-6.31%,-1.12%,-7.05%,0.00%,0.00%,0.64%,-11.33%,-2.13%,1.24%,-4.09%,219.80,18.82,"5,140.70",0.00,-14.932%
9,1973,"1,973.67",9/30/1973,45.200,"314,255.67","3,372.19","1,991.35","4,752.51","420,363.11",45.20,45.20,"18,954.56",100.25,15.8622,15.3831,3.81%,2.68%,3.44%,0.28%,1.44%,0.00%,0.00%,-5.44%,-4.03%,3.04%,2.01%,3.58%,229.17,19.24,"5,022.24",0.00,-11.691%
10,1973,"1,973.75",10/31/1973,45.600,"314,665.93","3,437.94","2,083.09","4,785.34","428,593.64",45.60,45.60,"17,943.66",97.25,15.6990,15.2353,-0.75%,1.06%,3.69%,-0.19%,1.06%,0.00%,0.00%,-6.16%,-3.84%,-0.45%,1.94%,-0.39%,221.25,17.67,"4,761.36",0.00,-12.351%
11,1973,"1,973.83",11/30/1973,45.900,"279,655.70","3,462.11","2,027.77","4,814.14","358,641.19",45.90,45.90,"18,883.04",100.25,13.7882,13.3835,-11.71%,0.05%,-3.29%,-0.06%,-16.87%,0.00%,0.00%,4.55%,2.41%,-7.67%,3.87%,-9.36%,222.12,17.35,"4,639.60",0.00,-22.612%
12,1973,"1,973.92",12/31/1973,46.300,"285,109.12","3,429.56","2,084.04","4,845.55","342,473.56",46.30,46.30,"20,871.17",112.25,13.8617,13.4646,1.07%,-1.80%,1.89%,-0.22%,-5.33%,0.00%,0.00%,9.57%,11.00%,-5.35%,3.85%,0.49%,245.06,20.69,"4,997.68",0.00,-21.785%
1,1974,"1,974.00",1/31/1974,46.800,"283,082.21","3,424.79","2,052.13","4,875.63","358,167.90",46.80,46.80,"23,200.07",133.25,13.5416,13.1625,-1.77%,-1.21%,-2.58%,-0.45%,3.47%,0.00%,0.00%,9.97%,17.44%,9.68%,6.02%,-1.66%,243.86,21.46,"5,188.39",0.00,-23.170%
2,1974,"1,974.08",2/28/1974,47.300,"282,897.70","3,442.35","2,034.85","4,907.20","372,844.66",47.30,47.30,"23,076.86",169.50,13.3178,12.9483,-1.12%,-0.55%,-1.89%,-0.42%,3.00%,0.00%,0.00%,-1.58%,25.86%,-0.18%,2.81%,-1.01%,247.98,22.03,"5,217.96",0.00,-24.032%
3,1974,"1,974.17",3/31/1974,47.800,"277,154.59","3,366.93","2,025.43","4,936.32","363,258.15",47.80,47.80,"20,421.01",173.00,12.7426,12.3908,-3.05%,-3.21%,-1.50%,-0.46%,-3.59%,0.00%,0.00%,-12.43%,1.00%,2.60%,-0.32%,-3.09%,250.52,23.02,"5,373.52",0.00,-26.353%
4,1974,"1,974.25",4/30/1974,48.100,"267,192.61","3,329.37","1,962.59","4,969.06","369,392.00",48.10,48.10,"20,646.99",168.50,12.2374,11.9005,-4.20%,-1.73%,-3.71%,0.04%,1.05%,0.00%,0.00%,0.48%,-3.21%,-0.74%,0.85%,-3.71%,258.51,24.30,"5,475.45",0.00,-29.443%
5,1974,"1,974.33",5/31/1974,48.600,"259,090.91","3,383.35","1,923.61","5,003.55","350,027.29",48.60,48.60,"19,250.25",156.50,11.6799,11.3602,-4.03%,0.58%,-2.99%,-0.34%,-6.22%,0.00%,0.00%,-7.72%,-8.08%,-2.96%,-2.02%,-3.11%,268.46,24.16,"5,220.90",0.00,-32.286%
6,1974,"1,974.42",6/30/1974,49.000,"256,157.09","3,376.30","1,927.66","5,037.87","332,259.94",49.00,49.00,"21,640.45",146.75,11.3932,11.0837,-1.94%,-1.02%,-0.61%,-0.14%,-5.85%,0.00%,0.00%,11.50%,-7.00%,-0.17%,0.77%,-1.76%,277.08,26.02,"5,422.93",0.00,-33.599%
7,1974,"1,974.50",7/31/1974,49.300,"237,122.22","3,339.54","1,942.84","5,071.04","322,973.96",49.30,49.30,"26,797.69",154.00,10.4187,10.1345,-7.99%,-1.69%,0.17%,0.05%,-3.39%,0.00%,0.00%,23.08%,4.30%,0.84%,5.16%,-6.74%,282.05,27.33,"5,569.64",0.00,-38.908%
8,1974,"1,974.58",8/31/1974,49.900,"216,610.37","3,310.96","1,882.42","5,102.94","289,467.31",49.90,49.90,"25,483.29",155.25,9.1335,8.8810,-9.75%,-2.05%,-4.27%,-0.58%,-11.45%,0.00%,0.00%,-6.05%,-0.40%,-0.73%,2.64%,-8.21%,302.43,29.71,"5,620.33",0.00,-44.863%
9,1974,"1,974.67",9/30/1974,50.600,"191,659.40","3,372.56","1,834.16","5,141.04","272,866.62",50.60,50.60,"28,566.46",147.50,8.0992,7.8717,-12.74%,0.45%,-3.91%,-0.65%,-7.04%,0.00%,0.00%,10.55%,-6.31%,0.27%,5.58%,-10.11%,329.49,33.03,"5,704.83",0.00,-51.889%
10,1974,"1,974.75",10/31/1974,51.000,"223,813.50","3,430.22","1,898.78","5,175.57","272,717.53",51.00,51.00,"31,137.57",166.40,9.3278,9.0790,15.86%,0.91%,2.71%,-0.12%,-0.84%,0.00%,0.00%,8.15%,11.93%,-3.45%,-9.87%,12.87%,366.54,37.40,"5,774.61",0.00,-44.259%
11,1974,"1,974.83",11/30/1974,51.500,"212,820.56","3,488.53","1,981.98","5,207.75","281,688.77",51.50,51.50,"31,743.38",182.00,8.4986,8.2702,-5.83%,0.71%,3.37%,-0.36%,2.29%,0.00%,0.00%,0.96%,8.31%,-1.21%,-0.20%,-4.53%,324.75,32.58,"5,641.79",0.00,-47.511%
12,1974,"1,974.92",12/31/1974,51.900,"209,444.24","3,569.81","2,020.58","5,240.17","279,019.40",51.90,51.90,"29,118.18",187.50,8.4756,8.2506,-2.34%,1.54%,1.16%,-0.15%,-1.71%,0.00%,0.00%,-8.98%,2.23%,-4.83%,0.11%,-1.57%,340.16,35.68,"5,866.44",0.00,-48.742%
1,1975,"1,975.00",1/31/1975,52.300,"236,101.32","3,559.47","2,050.48","5,271.39","326,211.28",52.30,52.30,"24,565.56",176.25,9.4307,9.1905,11.87%,-1.05%,0.70%,-0.17%,16.02%,0.00%,0.00%,-16.28%,-6.72%,11.14%,8.28%,9.28%,345.59,35.23,"5,667.47",0.00,-42.660%
2,1975,"1,975.08",2/28/1975,52.600,"251,178.81","3,599.06","2,064.06","5,298.89","366,105.00",52.60,52.60,"22,007.67",181.75,9.9277,9.6779,5.78%,0.54%,0.09%,-0.05%,11.59%,0.00%,0.00%,-10.92%,2.53%,0.16%,-4.45%,4.73%,316.25,32.33,"5,649.16",0.00,-39.346%
3,1975,"1,975.17",3/31/1975,52.800,"257,568.81","3,487.87","2,106.16","5,323.18","362,145.91",52.80,52.80,"23,867.19",177.75,10.0965,9.8436,2.16%,-3.46%,1.65%,0.08%,-1.46%,0.00%,0.00%,8.04%,-2.57%,3.79%,2.38%,1.03%,301.98,30.96,"5,633.70",0.00,-38.039%
4,1975,"1,975.25",4/30/1975,53.000,"270,698.10","3,440.53","2,033.73","5,347.53","376,216.86",53.00,53.00,"22,766.14",167.40,10.5279,10.2666,4.70%,-1.73%,-3.80%,0.08%,3.49%,0.00%,0.00%,-4.97%,-6.18%,-0.65%,-1.14%,3.41%,298.90,30.73,"5,619.57",0.00,-35.126%
5,1975,"1,975.33",5/31/1975,53.100,"283,594.71","3,528.27","2,003.18","5,372.53","375,568.46",53.10,53.10,"22,424.17",167.75,11.1403,10.8665,4.57%,2.36%,-1.69%,0.28%,-0.36%,0.00%,0.00%,-1.69%,0.02%,3.83%,-4.10%,4.12%,289.04,29.80,"5,605.64",0.00,-32.163%
6,1975,"1,975.42",6/30/1975,53.500,"297,126.89","3,571.27","2,030.45","5,395.94","363,925.49",53.50,53.50,"22,793.79",166.00,11.3682,11.0899,3.99%,0.46%,0.60%,-0.32%,-3.82%,0.00%,0.00%,0.89%,-1.78%,0.87%,1.38%,3.28%,277.60,28.70,"5,592.59",0.00,-29.458%
7,1975,"1,975.50",7/31/1975,54.000,"277,989.99","3,536.90","2,092.47","5,419.96","350,379.89",54.00,54.00,"24,578.78",166.40,10.5034,10.2420,-7.31%,-1.88%,2.10%,-0.49%,-4.61%,0.00%,0.00%,6.83%,-0.69%,2.70%,1.69%,-6.23%,268.79,27.87,"5,580.61",0.00,-34.612%
8,1975,"1,975.58",8/31/1975,54.200,"273,100.96","3,556.25","2,078.85","5,447.64","348,737.57",54.20,54.20,"26,939.53",161.50,10.0836,9.8305,-2.12%,0.18%,-1.02%,0.14%,-0.84%,0.00%,0.00%,9.20%,-3.30%,-3.25%,-0.95%,-1.67%,286.64,29.80,"5,569.44",0.00,-35.999%
9,1975,"1,975.67",9/30/1975,54.600,"264,610.31","3,518.35","2,052.33","5,476.88","331,587.86",54.60,54.60,"27,246.65",138.25,9.8275,9.5798,-3.82%,-1.79%,-2.00%,-0.20%,-5.61%,0.00%,0.00%,0.40%,-15.02%,-0.10%,0.39%,-3.42%,291.49,30.39,"5,556.29",0.00,-38.443%
10,1975,"1,975.75",10/31/1975,54.900,"281,888.53","3,682.58","2,040.10","5,506.18","355,179.07",54.90,54.90,"25,055.98",143.40,10.3848,10.1234,5.95%,4.10%,-1.14%,-0.01%,6.53%,0.00%,0.00%,-8.54%,3.16%,-4.03%,0.28%,5.57%,301.81,31.56,"5,542.51",0.00,-34.782%
11,1975,"1,975.83",11/30/1975,55.300,"289,823.50","3,649.40","2,134.61","5,533.53","364,190.53",55.30,55.30,"24,750.67",138.25,10.5079,10.2437,2.07%,-1.62%,3.88%,-0.23%,1.80%,0.00%,0.00%,-1.93%,-4.29%,-1.20%,2.03%,1.33%,285.87,29.98,"5,527.52",0.00,-33.431%
12,1975,"1,975.92",12/31/1975,55.600,"287,462.24","3,770.37","2,118.68","5,558.80","370,433.24",55.60,55.60,"24,103.38",140.25,10.4062,10.1436,-1.35%,2.76%,-1.28%,-0.09%,1.17%,0.00%,0.00%,-3.14%,0.90%,-0.78%,1.69%,-0.53%,282.12,29.67,"5,514.08",0.00,-34.330%
1,1976,"1,976.00",1/31/1976,55.800,"322,451.17","3,784.40","2,205.46","5,584.00","390,976.45",55.80,55.80,"22,950.05",128.00,11.6090,11.3189,11.77%,0.01%,3.72%,0.09%,5.17%,0.00%,0.00%,-5.13%,-9.06%,4.81%,8.63%,9.41%,283.63,29.91,"5,500.92",0.00,-26.601%
2,1976,"1,976.08",2/29/1976,55.900,"319,757.49","3,816.81","2,225.20","5,606.66","390,316.21",55.90,55.90,"24,262.65",132.30,11.5014,11.2136,-1.01%,0.68%,0.71%,0.23%,-0.35%,0.00%,0.00%,5.53%,3.17%,7.06%,5.87%,-0.68%,259.23,27.41,"5,487.47",0.00,-27.344%
3,1976,"1,976.17",3/31/1976,56.000,"330,556.49","3,870.52","2,240.05","5,629.46","383,174.25",56.00,56.00,"24,312.53",129.50,11.8055,11.5115,3.19%,1.23%,0.49%,0.23%,-2.01%,0.00%,0.00%,0.03%,-2.29%,-1.16%,-0.12%,2.80%,261.00,27.68,"5,476.48",0.00,-25.024%
4,1976,"1,976.25",4/30/1976,56.100,"327,929.89","3,892.56","2,277.97","5,652.92","382,814.54",56.10,56.10,"25,248.30",128.15,11.6619,11.3717,-0.97%,0.39%,1.51%,0.24%,-0.27%,0.00%,0.00%,3.66%,-1.22%,-0.11%,-0.16%,-0.70%,253.91,27.00,"5,465.20",0.00,-25.753%
5,1976,"1,976.33",5/31/1976,56.400,"324,229.43","3,840.70","2,272.44","5,675.81","373,831.48",56.40,56.40,"25,705.06",125.25,11.4010,11.1168,-1.65%,-1.86%,-0.77%,-0.13%,-2.87%,0.00%,0.00%,1.27%,-2.78%,-1.23%,-1.36%,-1.70%,255.70,27.27,"5,454.57",0.00,-26.981%
6,1976,"1,976.42",6/30/1976,56.700,"338,514.26","3,892.59","2,247.10","5,700.41","378,576.22",56.70,56.70,"25,275.95",123.80,11.8483,11.5552,3.85%,0.81%,-1.64%,-0.10%,0.73%,0.00%,0.00%,-2.19%,-1.68%,-1.32%,0.71%,3.24%,260.12,27.82,"5,443.63",0.00,-24.167%
7,1976,"1,976.50",7/31/1976,57.000,"336,828.39","3,918.09","2,290.27","5,726.10","373,502.54",57.00,57.00,"23,038.40",112.40,11.6661,11.3781,-1.02%,0.13%,1.38%,-0.08%,-1.86%,0.00%,0.00%,-9.33%,-9.69%,0.29%,1.73%,-0.80%,251.96,27.02,"5,432.12",0.00,-24.942%
8,1976,"1,976.58",8/31/1976,57.300,"344,806.18","3,997.99","2,303.06","5,751.06","372,515.73",57.30,57.30,"22,390.51",103.05,11.5765,11.2906,1.83%,1.50%,0.03%,-0.09%,-0.79%,0.00%,0.00%,-3.32%,-8.80%,-2.00%,0.81%,1.76%,253.98,27.32,"5,421.37",0.00,-23.567%
9,1976,"1,976.67",9/30/1976,57.600,"344,806.18","4,053.94","2,363.30","5,775.69","366,796.00",57.60,57.60,"20,177.60",116.10,11.7791,11.4894,-0.52%,0.87%,2.08%,-0.09%,-2.05%,0.00%,0.00%,-10.35%,12.08%,-0.02%,-0.29%,-0.25%,249.58,26.92,"5,410.29",0.00,-23.965%
10,1976,"1,976.75",10/31/1976,57.900,"338,246.40","4,116.03","2,397.82","5,800.14","345,133.46",57.90,57.90,"19,928.79",122.30,11.4813,11.1980,-2.41%,1.01%,0.94%,-0.10%,-6.39%,0.00%,0.00%,-1.74%,4.79%,0.22%,-0.18%,-1.73%,250.20,27.06,"5,399.59",0.00,-25.798%
11,1976,"1,976.83",11/30/1976,58.100,"336,727.02","4,260.40","2,418.95","5,823.93","344,572.61",58.10,58.10,"20,213.06",130.10,11.3315,11.0518,-0.79%,3.15%,0.53%,0.06%,-0.51%,0.00%,0.00%,1.08%,6.01%,2.32%,1.51%,-0.01%,254.61,27.62,"5,388.71",0.00,-26.385%
12,1976,"1,976.92",12/31/1976,58.400,"355,517.78","4,345.25","2,497.06","5,846.98","383,588.38",58.40,58.40,"21,229.37",134.55,11.8650,11.5755,5.04%,1.47%,2.70%,-0.12%,10.75%,0.00%,0.00%,4.49%,2.89%,3.03%,2.27%,4.32%,254.62,27.70,"5,377.24",0.00,-22.677%
1,1977,"1,977.00",1/31/1977,58.700,"338,709.44","4,195.08","2,596.68","5,868.17","380,332.13",58.70,58.70,"21,172.87",132.10,11.2072,10.9319,-5.21%,-3.95%,3.46%,-0.15%,-1.36%,0.00%,0.00%,-0.78%,-2.32%,4.76%,4.27%,-4.97%,244.08,26.63,"5,365.66",0.00,-26.709%
2,1977,"1,977.08",2/28/1977,59.300,"332,532.69","4,206.46","2,464.96","5,890.77","388,318.92",59.30,59.30,"21,120.58",142.25,10.8523,10.5847,-2.82%,-0.74%,-6.03%,-0.63%,1.07%,0.00%,0.00%,-1.26%,6.59%,1.04%,0.47%,-2.41%,256.83,28.10,"5,355.12",0.00,-28.773%
3,1977,"1,977.17",3/31/1977,59.600,"329,032.78","4,241.32","2,483.82","5,913.69","389,419.32",59.60,59.60,"21,889.27",149.80,10.6446,10.3811,-1.55%,0.32%,0.26%,-0.12%,-0.22%,0.00%,0.00%,3.12%,4.78%,1.00%,1.09%,-1.18%,263.17,28.87,"5,343.08",0.00,-29.878%
4,1977,"1,977.25",4/30/1977,60.000,"330,314.57","4,258.75","2,497.09","5,936.36","398,617.74",60.00,60.00,"23,034.19",146.50,10.6261,10.3632,-0.28%,-0.26%,-0.14%,-0.29%,1.68%,0.00%,0.00%,4.53%,-2.85%,-0.12%,3.38%,-0.28%,266.31,29.30,"5,330.23",0.00,-30.074%
5,1977,"1,977.33",5/31/1977,60.200,"323,750.06","4,305.87","2,530.61","5,958.82","396,660.68",60.20,60.20,"22,243.26",143.20,10.2865,10.0306,-2.31%,0.77%,1.01%,0.04%,-0.82%,0.00%,0.00%,-3.75%,-2.58%,1.18%,0.85%,-1.70%,267.06,29.46,"5,316.91",0.00,-31.691%
6,1977,"1,977.42",6/30/1977,60.500,"339,659.36","4,386.45","2,594.34","5,983.45","406,299.26",60.50,60.50,"21,704.76",142.95,10.6946,10.4315,4.39%,1.37%,2.01%,-0.08%,1.92%,0.00%,0.00%,-2.90%,-0.67%,2.09%,-0.74%,3.78%,271.68,30.06,"5,303.39",0.00,-28.690%
7,1977,"1,977.50",7/31/1977,60.800,"335,416.35","4,346.37","2,568.91","6,008.48","400,934.50",60.80,60.80,"19,856.67",144.50,10.4909,10.2326,-1.74%,-1.40%,-1.47%,-0.08%,-1.81%,0.00%,0.00%,-8.97%,0.59%,2.16%,-0.56%,-1.67%,261.77,29.04,"5,289.23",0.00,-29.928%
8,1977,"1,977.58",8/31/1977,61.100,"329,630.91","4,415.61","2,621.44","6,034.47","415,653.86",61.10,61.10,"20,051.39",146.00,10.1844,9.9327,-2.21%,1.09%,1.54%,-0.06%,3.16%,0.00%,0.00%,0.48%,0.54%,1.48%,-2.70%,-1.55%,266.23,29.62,"5,276.06",0.00,-31.475%
9,1977,"1,977.67",9/30/1977,61.300,"330,090.28","4,402.80","2,613.80","6,062.07","428,023.33",61.30,61.30,"20,782.82",153.90,10.1178,9.8678,-0.19%,-0.62%,-0.62%,0.13%,2.64%,0.00%,0.00%,3.31%,5.07%,1.34%,-0.52%,-0.28%,270.42,30.17,"5,262.26",0.00,-31.603%
10,1977,"1,977.75",10/31/1977,61.600,"317,093.78","4,366.60","2,585.76","6,091.43","434,826.89",61.60,61.60,"21,380.82",160.80,9.6227,9.3835,-4.41%,-1.31%,-1.55%,-0.01%,1.09%,0.00%,0.00%,2.38%,3.97%,1.25%,1.75%,-3.79%,271.17,30.34,"5,247.87",0.00,-34.616%
11,1977,"1,977.83",11/30/1977,62.000,"326,979.54","4,415.46","2,602.63","6,122.69","433,896.87",62.00,62.00,"22,289.54",159.80,9.8094,9.5674,2.45%,0.47%,0.00%,-0.14%,-0.86%,0.00%,0.00%,3.58%,-1.26%,3.73%,0.26%,2.05%,281.85,31.63,"5,233.28",0.00,-33.013%
12,1977,"1,977.92",12/31/1977,62.300,"329,252.22","4,373.86","2,561.13","6,153.82","450,781.54",62.30,62.30,"23,430.85",165.60,9.6490,9.4107,0.21%,-1.42%,-2.07%,0.02%,3.39%,0.00%,0.00%,4.61%,3.13%,1.32%,-0.29%,-0.12%,276.19,31.08,"5,217.35",0.00,-32.872%
1,1978,"1,978.00",1/31/1978,62.700,"310,383.87","4,354.48","2,535.55","6,184.95","454,018.85",62.70,62.70,"24,186.32",175.20,9.1117,8.8847,-6.33%,-1.08%,-1.63%,-0.14%,0.08%,0.00%,0.00%,2.57%,5.12%,2.24%,3.36%,-5.29%,276.52,31.20,"5,201.93",0.00,-37.123%
2,1978,"1,978.08",2/28/1978,63.000,"304,088.07","4,353.96","2,533.17","6,218.14","458,851.15",63.00,63.00,"24,567.36",182.00,8.8360,8.6220,-2.49%,-0.49%,-0.57%,0.06%,0.58%,0.00%,0.00%,1.09%,3.39%,3.59%,0.83%,-2.10%,291.95,33.04,"5,186.34",0.00,-38.691%
3,1978,"1,978.17",3/31/1978,63.400,"313,066.62","4,350.95","2,528.28","6,251.56","490,982.90",63.40,63.40,"27,103.61",180.75,8.9919,8.7831,2.30%,-0.70%,-0.82%,-0.10%,6.33%,0.00%,0.00%,9.63%,-1.31%,3.49%,1.18%,1.70%,298.21,33.84,"5,168.86",0.00,-37.279%
4,1978,"1,978.25",4/30/1978,63.900,"341,243.35","4,354.22","2,529.20","6,284.33","488,192.85",63.90,63.90,"27,685.98",170.00,9.7605,9.5460,8.15%,-0.71%,-0.75%,-0.26%,-1.35%,0.00%,0.00%,1.35%,-6.68%,0.45%,-3.54%,6.37%,293.23,33.37,"5,150.53",0.00,-32.169%
