Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
11,2035,"2,035.83",11/30/2035,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.73,,,,0.000%
12,2035,"2,035.92",12/31/2035,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.70,,,,0.000%
1,2036,"2,036.00",1/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.68,,,,0.000%
2,2036,"2,036.08",2/29/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.65,,,,0.000%
3,2036,"2,036.17",3/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.62,,,,0.000%
4,2036,"2,036.25",4/30/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.60,,,,0.000%
5,2036,"2,036.33",5/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.57,,,,0.000%
6,2036,"2,036.42",6/30/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.55,,,,0.000%
7,2036,"2,036.50",7/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.52,,,,0.000%
8,2036,"2,036.58",8/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.50,,,,0.000%
9,2036,"2,036.67",9/30/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.47,,,,0.000%
10,2036,"2,036.75",10/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.45,,,,0.000%
11,2036,"2,036.83",11/30/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.42,,,,0.000%
12,2036,"2,036.92",12/31/2036,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.40,,,,0.000%
1,2037,"2,037.00",1/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.37,,,,0.000%
2,2037,"2,037.08",2/28/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.35,,,,0.000%
3,2037,"2,037.17",3/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.32,,,,0.000%
4,2037,"2,037.25",4/30/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.30,,,,0.000%
5,2037,"2,037.33",5/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.28,,,,0.000%
6,2037,"2,037.42",6/30/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.25,,,,0.000%
7,2037,"2,037.50",7/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.23,,,,0.000%
8,2037,"2,037.58",8/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.20,,,,0.000%
9,2037,"2,037.67",9/30/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.18,,,,0.000%
10,2037,"2,037.75",10/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.16,,,,0.000%
11,2037,"2,037.83",11/30/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.13,,,,0.000%
12,2037,"2,037.92",12/31/2037,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.11,,,,0.000%
1,2038,"2,038.00",1/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.08,,,,0.000%
2,2038,"2,038.08",2/28/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.06,,,,0.000%
3,2038,"2,038.17",3/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.04,,,,0.000%
4,2038,"2,038.25",4/30/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,6.01,,,,0.000%
5,2038,"2,038.33",5/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.99,,,,0.000%
6,2038,"2,038.42",6/30/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.97,,,,0.000%
7,2038,"2,038.50",7/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.95,,,,0.000%
8,2038,"2,038.58",8/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.92,,,,0.000%
9,2038,"2,038.67",9/30/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.90,,,,0.000%
10,2038,"2,038.75",10/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.88,,,,0.000%
11,2038,"2,038.83",11/30/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.85,,,,0.000%
12,2038,"2,038.92",12/31/2038,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.83,,,,0.000%
1,2039,"2,039.00",1/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.81,,,,0.000%
2,2039,"2,039.08",2/28/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.79,,,,0.000%
3,2039,"2,039.17",3/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.76,,,,0.000%
4,2039,"2,039.25",4/30/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.74,,,,0.000%
5,2039,"2,039.33",5/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.72,,,,0.000%
6,2039,"2,039.42",6/30/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.70,,,,0.000%
7,2039,"2,039.50",7/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.68,,,,0.000%
8,2039,"2,039.58",8/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.65,,,,0.000%
9,2039,"2,039.67",9/30/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.63,,,,0.000%
10,2039,"2,039.75",10/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.61,,,,0.000%
11,2039,"2,039.83",11/30/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.59,,,,0.000%
12,2039,"2,039.92",12/31/2039,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.57,,,,0.000%
1,2040,"2,040.00",1/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.55,,,,0.000%
2,2040,"2,040.08",2/29/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.53,,,,0.000%
3,2040,"2,040.17",3/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.50,,,,0.000%
4,2040,"2,040.25",4/30/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.48,,,,0.000%
5,2040,"2,040.33",5/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.46,,,,0.000%
6,2040,"2,040.42",6/30/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.44,,,,0.000%
7,2040,"2,040.50",7/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.42,,,,0.000%
8,2040,"2,040.58",8/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.40,,,,0.000%
9,2040,"2,040.67",9/30/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.38,,,,0.000%
10,2040,"2,040.75",10/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.36,,,,0.000%
11,2040,"2,040.83",11/30/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.34,,,,0.000%
12,2040,"2,040.92",12/31/2040,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.32,,,,0.000%
1,2041,"2,041.00",1/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.30,,,,0.000%
2,2041,"2,041.08",2/28/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.28,,,,0.000%
3,2041,"2,041.17",3/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.25,,,,0.000%
4,2041,"2,041.25",4/30/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.23,,,,0.000%
5,2041,"2,041.33",5/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.21,,,,0.000%
6,2041,"2,041.42",6/30/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.19,,,,0.000%
7,2041,"2,041.50",7/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.17,,,,0.000%
8,2041,"2,041.58",8/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.15,,,,0.000%
9,2041,"2,041.67",9/30/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.13,,,,0.000%
10,2041,"2,041.75",10/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.11,,,,0.000%
11,2041,"2,041.83",11/30/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.10,,,,0.000%
12,2041,"2,041.92",12/31/2041,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.08,,,,0.000%
1,2042,"2,042.00",1/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.06,,,,0.000%
2,2042,"2,042.08",2/28/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.04,,,,0.000%
3,2042,"2,042.17",3/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.02,,,,0.000%
4,2042,"2,042.25",4/30/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,5.00,,,,0.000%
5,2042,"2,042.33",5/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.98,,,,0.000%
6,2042,"2,042.42",6/30/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.96,,,,0.000%
7,2042,"2,042.50",7/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.94,,,,0.000%
8,2042,"2,042.58",8/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.92,,,,0.000%
9,2042,"2,042.67",9/30/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.90,,,,0.000%
10,2042,"2,042.75",10/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.88,,,,0.000%
11,2042,"2,042.83",11/30/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.86,,,,0.000%
12,2042,"2,042.92",12/31/2042,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.85,,,,0.000%
1,2043,"2,043.00",1/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.83,,,,0.000%
2,2043,"2,043.08",2/28/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.81,,,,0.000%
3,2043,"2,043.17",3/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.79,,,,0.000%
4,2043,"2,043.25",4/30/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.77,,,,0.000%
5,2043,"2,043.33",5/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.75,,,,0.000%
6,2043,"2,043.42",6/30/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.74,,,,0.000%
7,2043,"2,043.50",7/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.72,,,,0.000%
8,2043,"2,043.58",8/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.70,,,,0.000%
9,2043,"2,043.67",9/30/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.68,,,,0.000%
10,2043,"2,043.75",10/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.66,,,,0.000%
11,2043,"2,043.83",11/30/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.64,,,,0.000%
12,2043,"2,043.92",12/31/2043,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.63,,,,0.000%
1,2044,"2,044.00",1/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.61,,,,0.000%
2,2044,"2,044.08",2/29/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.59,,,,0.000%
3,2044,"2,044.17",3/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.57,,,,0.000%
4,2044,"2,044.25",4/30/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.56,,,,0.000%
5,2044,"2,044.33",5/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.54,,,,0.000%
6,2044,"2,044.42",6/30/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.52,,,,0.000%
7,2044,"2,044.50",7/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.50,,,,0.000%
8,2044,"2,044.58",8/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.49,,,,0.000%
9,2044,"2,044.67",9/30/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.47,,,,0.000%
10,2044,"2,044.75",10/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.45,,,,0.000%
11,2044,"2,044.83",11/30/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.43,,,,0.000%
12,2044,"2,044.92",12/31/2044,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.42,,,,0.000%
1,2045,"2,045.00",1/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.40,,,,0.000%
2,2045,"2,045.08",2/28/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.38,,,,0.000%
3,2045,"2,045.17",3/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.37,,,,0.000%
4,2045,"2,045.25",4/30/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.35,,,,0.000%
5,2045,"2,045.33",5/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.33,,,,0.000%
6,2045,"2,045.42",6/30/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.32,,,,0.000%
7,2045,"2,045.50",7/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.30,,,,0.000%
8,2045,"2,045.58",8/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.28,,,,0.000%
9,2045,"2,045.67",9/30/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.27,,,,0.000%
10,2045,"2,045.75",10/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.25,,,,0.000%
11,2045,"2,045.83",11/30/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.23,,,,0.000%
12,2045,"2,045.92",12/31/2045,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.22,,,,0.000%
1,2046,"2,046.00",1/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.20,,,,0.000%
2,2046,"2,046.08",2/28/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.19,,,,0.000%
3,2046,"2,046.17",3/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.17,,,,0.000%
4,2046,"2,046.25",4/30/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.15,,,,0.000%
5,2046,"2,046.33",5/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.14,,,,0.000%
6,2046,"2,046.42",6/30/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.12,,,,0.000%
7,2046,"2,046.50",7/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.11,,,,0.000%
8,2046,"2,046.58",8/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.09,,,,0.000%
9,2046,"2,046.67",9/30/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.07,,,,0.000%
10,2046,"2,046.75",10/31/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.06,,,,0.000%
11,2046,"2,046.83",11/30/2046,,,,,,,,,,,,,0.45%,0.17%,0.19%,0.12%,0.45%,0.00%,0.00%,0.08%,0.08%,0.00%,0.00%,0.39%,4.04,,,,0.000%
